"Report Title","Publishers Name","Publishers Location","Industry","Geography","Price in USD","URL","Publish Date","Number of pages"
"The Handbook of Customer Satisfaction and Loyalty Measurement","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/marketing_sales/crm/handbook_customer_satisfaction_loyalty_measurement.html","Published on 01-Oct-2006",288
"Health and Safety in Construction Design","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/health_safety/health_safety_construction_design.html","Published on 01-May-2005",112
"How to Market Design Consultancy Services","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/marketing_sales/marketing/market_design_consultancy_services.html","Published on 01-Apr-2004",238
"How to Manage a Successful Press Conference","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/marketing_sales/communication_pr/manage_successful_press_conference.html","Published on 01-Oct-2006",266
"An HR Guide to Workplace Fraud and Criminal Behaviour","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/law_regulation/hr_guide_workplace_fraud_criminal_behaviour.html","Published on 01-Apr-2004",496
"HR Business Partners","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/hr/hr_business_partners.html","Published on 01-Jan-2006",184
"Human Values in Management","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/human_values_management.html","Published on 01-Dec-2004",314
"Identity","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/e_business/identity.html","Published on 01-Dec-2004",256
"Implementing Virtual Teams","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/hr/implementing_virtual_teams.html","Published on 01-Feb-2004",204
"Improving People Performance in Construction","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/training/improving_people_performance_construction.html","Published on 01-Jan-2005",184
"Improving the Quality of East and West European Public Services","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/international_business/improving_quality_east_west_european_public_services.html","Published on 01-Mar-2004",274
"Impact of e-Commerce on Consumers and Small Firms","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/small_business_entrepeneurship/impact_e_commerce_consumers_small_firms.html","Published on 01-Oct-2006",280
"Information Strategy in Practice","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/planning_strategy/information_strategy_practice.html","Published on 01-Mar-2004",164
"Information Security and Employee Behaviour","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/information_security_employee_behaviour.html","Published on 01-Feb-2006",176
"The Indian Offshore Advantage","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/international_business/indian_offshore_advantage.html","Published on 01-Jun-2006",134
"Information Risk and Security","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/finance/risk_management/information_risk_security.html","Published on 01-Apr-2006",364
"Indian Industrial Clusters","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/international_business/international_trade/indian_industrial_clusters.html","Published on 01-Nov-2005",242
"John Clare's Guide to Media Handling","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/marketing_sales/communication_pr/john_clares_guide_media_handling.html","Published on 01-May-2005",160
"Job Insecurity, Union Involvement and Union Activism","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/employee_relations/job_insecurity_union_involvement_union_activism.html","Published on 01-May-2005",216
"Knowledge Orientation in Organizations","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/knowledge/knowledge_orientation_organizations.html","Published on 01-Jan-2004",266
"Law for Project Managers","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/law_regulation/employment/law_project_managers.html","Published on 01-Dec-2004",176
"Legendary Away Days","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/employee_relations/legendary_away_days.html","Published on 01-May-2004",184
"Leveraging Corporate Knowledge","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/knowledge/leveraging_corporate_knowledge.html","Published on 01-Nov-2004",252
"Leadership Perspectives","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/leadership/leadership_perspectives.html","Published on 01-Sep-2006",578
"Managing Communications in a Crisis","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/managing_communications_crisis.html","Published on 01-Feb-2004",192
"Marketing Planning for Financial Services","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/marketing_sales/marketing/marketing_planning_financial_services.html","Published on 01-Feb-2005",198
"Making Knowledge Visible","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/knowledge/making_knowledge_visible.html","Published on 01-Aug-2005",212
"Managing Web Projects","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/project/managing_web_projects.html","Published on 01-May-2004",246
"Making Public Private Partnerships Work","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/international_business/business_culture/making_public_private_partnerships_work.html","Published on 01-Sep-2005",150
"Making Ecopreneurs: Developing Sustainable Entrepreneurship","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/small_business_entrepeneurship/making_ecopreneurs_developing_sustainable_entrepreneurship.html","Published on 01-Oct-2005",276
"The Making of Women Trade Unionists","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/hr/making_women_trade_unionists.html","Published on 01-Jun-2006",200
"Management and Organization in Germany","Ashgate Publishing","United Kingdom","Business Books","Germany",0,"http://www.reportbuyer.com/business_books/international_business/management_organization_germany.html","Published on 01-Jul-2005",206
"Marketing and Multicultural Diversity","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/marketing_sales/marketing/marketing_multicultural_diversity.html","Published on 01-Feb-2006",288
"Measuring Customer Service Effectiveness","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/marketing_sales/crm/measuring_customer_service_effectiveness.html","Published on 01-Oct-2004",174
"Media Relations Measurement","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/marketing_sales/communication_pr/media_relations_measurement.html","Published on 01-Nov-2004",134
"Micro-Projects","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/project/micro_projects.html","Published on 01-Sep-2004",134
"Money Laundering","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/finance/money_laundering.html","Published on 08-Aug-2009",232
"Music Distribution and the Internet","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/law_regulation/media_ip_law/music_distribution_internet.html","Published on 01-Aug-2006",222
"The Music of Management","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/music_management.html","Published on 01-Aug-2004",182
"A New Way to Pay","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/finance/new_pay.html","Published on 01-Sep-2005",156
"Nonprofit Trusteeship in Different Contexts","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/finance/tax_insurance/nonprofit_trusteeship_different_contexts.html","Published on 01-Nov-2004",168
"Organizing Reflection","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/business_skills/organizing_reflection.html","Published on 01-Oct-2004",248
"Organisational Identity and Self-Transformation","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/international_business/business_culture/organisational_identity_self_transformation.html","Published on 01-Nov-2005",204
"Organizational Change in Transition Societies","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/international_business/business_culture/organizational_change_transition_societies.html","Published on 01-Aug-2005",214
"Origins of the Modern Career","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/career_development/origins_modern_career.html","Published on 01-Jul-2004",356
"Outsourcing Clinical Development","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/planning_strategy/outsourcing_clinical_development.html","Published on 01-Feb-2006",192
"The Performance Coach","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/performance_coach.html","Published on 01-Jan-2004",362
"Perspectives on Corporate Social Responsibility","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/planning_strategy/perspectives_corporate_social_responsibility.html","Published on 01-Feb-2004",264
"Pharmaceutical Metrics","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/industry_specific/pharmaceutical_metrics.html","Published on 01-Jan-2006",148
"The Project Management A-Z","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/project/project_management_a_z.html","Published on 01-Feb-2004",
"Practical Succession Management","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/leadership/practical_succession_management.html","Published on 01-Mar-2005",268
"Project Management in Construction","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/project/project_management_construction.html","Published on 01-Sep-2004",208
"Project Delivery in Business-as-Usual Organizations","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/project/project_delivery_business_as_usual_organizations.html","Published on 01-Mar-2006",214
"Principles of Management","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/principles_management.html","Published on 01-May-2004",584
